,Unnamed: 0,season,League_name,team_long_name_x,W,D,L,GF,GA,Pts,GD,rank,coordinates_x,coordinates_y,url,pic_idx
705,705,2009/2010,Belgium Jupiler League,KV Mechelen,12,3,13,36,46,39,-10,8,4.486389,51.037222,https://upload.wikimedia.org/wikipedia/en/2/28/KV_Mechelen_logo.svg,20143
706,706,2010/2011,Belgium Jupiler League,KV Mechelen,13,9,8,34,30,48,4,7,4.486389,51.037222,https://upload.wikimedia.org/wikipedia/en/2/28/KV_Mechelen_logo.svg,20143
707,707,2011/2012,Belgium Jupiler League,KV Mechelen,10,7,13,40,50,37,-10,9,4.486389,51.037222,https://upload.wikimedia.org/wikipedia/en/2/28/KV_Mechelen_logo.svg,20143
708,708,2012/2013,Belgium Jupiler League,KV Mechelen,12,5,13,44,42,41,2,8,4.486389,51.037222,https://upload.wikimedia.org/wikipedia/en/2/28/KV_Mechelen_logo.svg,20143
709,709,2014/2015,Belgium Jupiler League,KV Mechelen,10,11,9,37,39,41,-2,9,4.486389,51.037222,https://upload.wikimedia.org/wikipedia/en/2/28/KV_Mechelen_logo.svg,20143
710,710,2015/2016,Belgium Jupiler League,KV Mechelen,10,7,13,48,50,37,-2,10,4.486389,51.037222,https://upload.wikimedia.org/wikipedia/en/2/28/KV_Mechelen_logo.svg,20143
711,711,2013/2014,Belgium Jupiler League,KV Oostende,4,2,0,7,1,14,6,1,2.884603927,51.21714229,https://upload.wikimedia.org/wikipedia/en/e/e3/K.V._Oostende_logo.svg,20144
712,712,2014/2015,Belgium Jupiler League,KV Oostende,11,5,14,40,52,38,-12,10,2.884603927,51.21714229,https://upload.wikimedia.org/wikipedia/en/e/e3/K.V._Oostende_logo.svg,20144
713,713,2015/2016,Belgium Jupiler League,KV Oostende,14,7,9,55,44,49,11,4,2.884603927,51.21714229,https://upload.wikimedia.org/wikipedia/en/e/e3/K.V._Oostende_logo.svg,20144
714,714,2008/2009,Belgium Jupiler League,KVC Westerlo,15,7,12,42,38,52,4,6,4.928333,51.094722,https://upload.wikimedia.org/wikipedia/en/1/17/K.V.C._Westerlo_logo.png,20145
715,715,2009/2010,Belgium Jupiler League,KVC Westerlo,8,8,12,28,34,32,-6,12,4.928333,51.094722,https://upload.wikimedia.org/wikipedia/en/1/17/K.V.C._Westerlo_logo.png,20145
716,716,2010/2011,Belgium Jupiler League,KVC Westerlo,11,8,11,41,40,41,1,8,4.928333,51.094722,https://upload.wikimedia.org/wikipedia/en/1/17/K.V.C._Westerlo_logo.png,20145
717,717,2011/2012,Belgium Jupiler League,KVC Westerlo,5,5,20,29,59,20,-30,15,4.928333,51.094722,https://upload.wikimedia.org/wikipedia/en/1/17/K.V.C._Westerlo_logo.png,20145
718,718,2014/2015,Belgium Jupiler League,KVC Westerlo,8,9,13,42,63,33,-21,11,4.928333,51.094722,https://upload.wikimedia.org/wikipedia/en/1/17/K.V.C._Westerlo_logo.png,20145
719,719,2015/2016,Belgium Jupiler League,KVC Westerlo,7,9,14,35,59,30,-24,15,4.928333,51.094722,https://upload.wikimedia.org/wikipedia/en/1/17/K.V.C._Westerlo_logo.png,20145
720,720,2008/2009,Italy Serie A,Lazio,15,5,18,46,55,50,-9,10,12.454714,41.933872,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/S.S._Lazio_badge.svg/440px-S.S._Lazio_badge.svg.png,20146
721,721,2009/2010,Italy Serie A,Lazio,11,13,14,39,43,46,-4,12,12.454714,41.933872,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/S.S._Lazio_badge.svg/440px-S.S._Lazio_badge.svg.png,20146
722,722,2010/2011,Italy Serie A,Lazio,20,6,12,55,39,66,16,5,12.454714,41.933872,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/S.S._Lazio_badge.svg/440px-S.S._Lazio_badge.svg.png,20146
723,723,2011/2012,Italy Serie A,Lazio,17,8,11,53,43,59,10,5,12.454714,41.933872,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/S.S._Lazio_badge.svg/440px-S.S._Lazio_badge.svg.png,20146
724,724,2012/2013,Italy Serie A,Lazio,18,7,13,51,42,61,9,7,12.454714,41.933872,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/S.S._Lazio_badge.svg/440px-S.S._Lazio_badge.svg.png,20146
725,725,2013/2014,Italy Serie A,Lazio,15,11,12,54,54,56,0,9,12.454714,41.933872,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/S.S._Lazio_badge.svg/440px-S.S._Lazio_badge.svg.png,20146
726,726,2014/2015,Italy Serie A,Lazio,20,6,11,67,36,66,31,3,12.454714,41.933872,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/S.S._Lazio_badge.svg/440px-S.S._Lazio_badge.svg.png,20146
727,727,2015/2016,Italy Serie A,Lazio,15,9,14,52,52,54,0,8,12.454714,41.933872,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/S.S._Lazio_badge.svg/440px-S.S._Lazio_badge.svg.png,20146
728,728,2008/2009,France Ligue 1,Le Havre AC,7,5,26,30,67,26,-37,20,0.169722222,49.49888889,https://upload.wikimedia.org/wikipedia/en/f/fc/Le_Havre_AC_logo.svg,20147
729,729,2008/2009,France Ligue 1,Le Mans FC,10,10,18,43,54,40,-11,16,0.232562988,47.93773248,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg,20148
730,730,2009/2010,France Ligue 1,Le Mans FC,8,8,22,36,59,32,-23,18,0.232562988,47.93773248,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg,20148
731,731,2008/2009,Italy Serie A,Lecce,5,15,18,37,67,30,-30,20,18.208889,40.365278,https://upload.wikimedia.org/wikipedia/en/thumb/8/85/Us_lecce.svg/300px-Us_lecce.svg.png,20149
732,732,2010/2011,Italy Serie A,Lecce,11,8,19,46,66,41,-20,17,18.208889,40.365278,https://upload.wikimedia.org/wikipedia/en/thumb/8/85/Us_lecce.svg/300px-Us_lecce.svg.png,20149
733,733,2011/2012,Italy Serie A,Lecce,8,10,17,38,52,34,-14,18,18.208889,40.365278,https://upload.wikimedia.org/wikipedia/en/thumb/8/85/Us_lecce.svg/300px-Us_lecce.svg.png,20149
734,734,2008/2009,Poland Ekstraklasa,Lech Poznań,16,11,3,51,24,59,27,4,16.858056,52.397222,https://upload.wikimedia.org/wikipedia/en/b/b0/KKS_Lech_Pozna%C5%84.svg,20150
735,735,2009/2010,Poland Ekstraklasa,Lech Poznań,19,8,3,51,20,65,31,1,16.858056,52.397222,https://upload.wikimedia.org/wikipedia/en/b/b0/KKS_Lech_Pozna%C5%84.svg,20150
736,736,2010/2011,Poland Ekstraklasa,Lech Poznań,13,6,11,37,23,45,14,6,16.858056,52.397222,https://upload.wikimedia.org/wikipedia/en/b/b0/KKS_Lech_Pozna%C5%84.svg,20150
737,737,2011/2012,Poland Ekstraklasa,Lech Poznań,15,7,8,42,22,52,20,5,16.858056,52.397222,https://upload.wikimedia.org/wikipedia/en/b/b0/KKS_Lech_Pozna%C5%84.svg,20150
738,738,2012/2013,Poland Ekstraklasa,Lech Poznań,19,4,7,46,22,61,24,2,16.858056,52.397222,https://upload.wikimedia.org/wikipedia/en/b/b0/KKS_Lech_Pozna%C5%84.svg,20150
739,739,2013/2014,Poland Ekstraklasa,Lech Poznań,15,8,7,56,34,53,22,2,16.858056,52.397222,https://upload.wikimedia.org/wikipedia/en/b/b0/KKS_Lech_Pozna%C5%84.svg,20150
740,740,2014/2015,Poland Ekstraklasa,Lech Poznań,14,12,4,52,27,54,25,2,16.858056,52.397222,https://upload.wikimedia.org/wikipedia/en/b/b0/KKS_Lech_Pozna%C5%84.svg,20150
741,741,2015/2016,Poland Ekstraklasa,Lech Poznań,13,4,13,37,38,43,-1,6,16.858056,52.397222,https://upload.wikimedia.org/wikipedia/en/b/b0/KKS_Lech_Pozna%C5%84.svg,20150
742,742,2008/2009,Poland Ekstraklasa,Lechia Gdańsk,9,5,16,30,44,32,-14,12,18.640278,54.39,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Lechia_Gda%C5%84sk_logo.svg/440px-Lechia_Gda%C5%84sk_logo.svg.png,20151
743,743,2009/2010,Poland Ekstraklasa,Lechia Gdańsk,9,10,11,30,32,37,-2,7,18.640278,54.39,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Lechia_Gda%C5%84sk_logo.svg/440px-Lechia_Gda%C5%84sk_logo.svg.png,20151
744,744,2010/2011,Poland Ekstraklasa,Lechia Gdańsk,12,7,11,37,36,43,1,9,18.640278,54.39,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Lechia_Gda%C5%84sk_logo.svg/440px-Lechia_Gda%C5%84sk_logo.svg.png,20151
745,745,2011/2012,Poland Ekstraklasa,Lechia Gdańsk,7,10,13,21,30,31,-9,14,18.640278,54.39,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Lechia_Gda%C5%84sk_logo.svg/440px-Lechia_Gda%C5%84sk_logo.svg.png,20151
746,746,2012/2013,Poland Ekstraklasa,Lechia Gdańsk,10,8,12,42,43,38,-1,8,18.640278,54.39,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Lechia_Gda%C5%84sk_logo.svg/440px-Lechia_Gda%C5%84sk_logo.svg.png,20151
747,747,2013/2014,Poland Ekstraklasa,Lechia Gdańsk,10,10,10,38,37,40,1,8,18.640278,54.39,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Lechia_Gda%C5%84sk_logo.svg/440px-Lechia_Gda%C5%84sk_logo.svg.png,20151
748,748,2014/2015,Poland Ekstraklasa,Lechia Gdańsk,11,8,11,36,37,41,-1,8,18.640278,54.39,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Lechia_Gda%C5%84sk_logo.svg/440px-Lechia_Gda%C5%84sk_logo.svg.png,20151
749,749,2015/2016,Poland Ekstraklasa,Lechia Gdańsk,10,9,11,45,37,39,8,7,18.640278,54.39,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Lechia_Gda%C5%84sk_logo.svg/440px-Lechia_Gda%C5%84sk_logo.svg.png,20151
750,750,2008/2009,Poland Ekstraklasa,Legia Warszawa,18,7,5,52,17,61,35,3,20.88,52.2,https://upload.wikimedia.org/wikipedia/en/6/6d/Legia_Warsaw_logo.svg,20152
751,751,2009/2010,Poland Ekstraklasa,Legia Warszawa,15,7,8,36,22,52,14,4,20.88,52.2,https://upload.wikimedia.org/wikipedia/en/6/6d/Legia_Warsaw_logo.svg,20152
752,752,2010/2011,Poland Ekstraklasa,Legia Warszawa,15,4,11,45,38,49,7,4,20.88,52.2,https://upload.wikimedia.org/wikipedia/en/6/6d/Legia_Warsaw_logo.svg,20152
753,753,2011/2012,Poland Ekstraklasa,Legia Warszawa,15,8,7,42,17,53,25,4,20.88,52.2,https://upload.wikimedia.org/wikipedia/en/6/6d/Legia_Warsaw_logo.svg,20152
754,754,2012/2013,Poland Ekstraklasa,Legia Warszawa,20,7,3,59,22,67,37,1,20.88,52.2,https://upload.wikimedia.org/wikipedia/en/6/6d/Legia_Warsaw_logo.svg,20152
755,755,2013/2014,Poland Ekstraklasa,Legia Warszawa,20,3,7,60,30,63,30,1,20.88,52.2,https://upload.wikimedia.org/wikipedia/en/6/6d/Legia_Warsaw_logo.svg,20152
756,756,2014/2015,Poland Ekstraklasa,Legia Warszawa,17,5,8,57,30,56,27,1,20.88,52.2,https://upload.wikimedia.org/wikipedia/en/6/6d/Legia_Warsaw_logo.svg,20152
757,757,2015/2016,Poland Ekstraklasa,Legia Warszawa,17,9,4,58,28,60,30,1,20.88,52.2,https://upload.wikimedia.org/wikipedia/en/6/6d/Legia_Warsaw_logo.svg,20152
758,758,2014/2015,England Premier League,Leicester City,11,8,19,46,55,41,-9,14,-1.142222222,52.62027778,https://upload.wikimedia.org/wikipedia/en/2/2d/Leicester_City_crest.svg,20153
759,759,2015/2016,England Premier League,Leicester City,23,12,3,68,36,81,32,1,-1.142222222,52.62027778,https://upload.wikimedia.org/wikipedia/en/2/2d/Leicester_City_crest.svg,20153
760,760,2008/2009,Portugal Liga ZON Sagres,Leixões SC,12,9,9,30,31,45,-1,6,-8.66694444,41.18388889,https://upload.wikimedia.org/wikipedia/en/1/1c/Leix%C3%B5es.png,20154
761,761,2009/2010,Portugal Liga ZON Sagres,Leixões SC,5,6,19,25,51,21,-26,16,-8.66694444,41.18388889,https://upload.wikimedia.org/wikipedia/en/1/1c/Leix%C3%B5es.png,20154
762,762,2010/2011,Spain LIGA BBVA,Levante UD,12,9,17,41,52,45,-11,13,-0.558,39.68,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Levante_Uni%C3%B3n_Deportiva%2C_S.A.D._logo.svg/400px-Levante_Uni%C3%B3n_Deportiva%2C_S.A.D._logo.svg.png,20155
763,763,2011/2012,Spain LIGA BBVA,Levante UD,16,7,15,54,50,55,4,6,-0.558,39.68,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Levante_Uni%C3%B3n_Deportiva%2C_S.A.D._logo.svg/400px-Levante_Uni%C3%B3n_Deportiva%2C_S.A.D._logo.svg.png,20155
764,764,2012/2013,Spain LIGA BBVA,Levante UD,12,10,16,40,57,46,-17,11,-0.558,39.68,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Levante_Uni%C3%B3n_Deportiva%2C_S.A.D._logo.svg/400px-Levante_Uni%C3%B3n_Deportiva%2C_S.A.D._logo.svg.png,20155
765,765,2013/2014,Spain LIGA BBVA,Levante UD,12,12,14,35,43,48,-8,10,-0.558,39.68,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Levante_Uni%C3%B3n_Deportiva%2C_S.A.D._logo.svg/400px-Levante_Uni%C3%B3n_Deportiva%2C_S.A.D._logo.svg.png,20155
766,766,2014/2015,Spain LIGA BBVA,Levante UD,9,10,19,34,67,37,-33,15,-0.558,39.68,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Levante_Uni%C3%B3n_Deportiva%2C_S.A.D._logo.svg/400px-Levante_Uni%C3%B3n_Deportiva%2C_S.A.D._logo.svg.png,20155
767,767,2015/2016,Spain LIGA BBVA,Levante UD,8,8,22,37,70,32,-33,20,-0.558,39.68,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Levante_Uni%C3%B3n_Deportiva%2C_S.A.D._logo.svg/400px-Levante_Uni%C3%B3n_Deportiva%2C_S.A.D._logo.svg.png,20155
768,768,2010/2011,Belgium Jupiler League,Lierse SK,4,12,14,26,58,24,-32,14,4.573611,51.144167,https://upload.wikimedia.org/wikipedia/en/5/51/Lierse-SK.png,20156
769,769,2011/2012,Belgium Jupiler League,Lierse SK,6,13,11,24,36,31,-12,12,4.573611,51.144167,https://upload.wikimedia.org/wikipedia/en/5/51/Lierse-SK.png,20156
770,770,2012/2013,Belgium Jupiler League,Lierse SK,5,11,14,28,53,26,-25,14,4.573611,51.144167,https://upload.wikimedia.org/wikipedia/en/5/51/Lierse-SK.png,20156
771,771,2013/2014,Belgium Jupiler League,Lierse SK,2,0,4,5,12,6,-7,3,4.573611,51.144167,https://upload.wikimedia.org/wikipedia/en/5/51/Lierse-SK.png,20156
772,772,2014/2015,Belgium Jupiler League,Lierse SK,5,7,18,30,63,22,-33,16,4.573611,51.144167,https://upload.wikimedia.org/wikipedia/en/5/51/Lierse-SK.png,20156
773,773,2008/2009,England Premier League,Liverpool,25,11,2,77,27,86,50,2,-2.960833333,53.43083333,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Liverpool_FC.svg/360px-Liverpool_FC.svg.png,20157
774,774,2009/2010,England Premier League,Liverpool,18,9,11,61,35,63,26,7,-2.960833333,53.43083333,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Liverpool_FC.svg/360px-Liverpool_FC.svg.png,20157
775,775,2010/2011,England Premier League,Liverpool,17,7,14,59,44,58,15,6,-2.960833333,53.43083333,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Liverpool_FC.svg/360px-Liverpool_FC.svg.png,20157
776,776,2011/2012,England Premier League,Liverpool,14,10,14,47,40,52,7,8,-2.960833333,53.43083333,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Liverpool_FC.svg/360px-Liverpool_FC.svg.png,20157
777,777,2012/2013,England Premier League,Liverpool,16,13,9,71,43,61,28,7,-2.960833333,53.43083333,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Liverpool_FC.svg/360px-Liverpool_FC.svg.png,20157
778,778,2013/2014,England Premier League,Liverpool,26,6,6,101,50,84,51,2,-2.960833333,53.43083333,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Liverpool_FC.svg/360px-Liverpool_FC.svg.png,20157
779,779,2014/2015,England Premier League,Liverpool,18,8,12,52,48,62,4,6,-2.960833333,53.43083333,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Liverpool_FC.svg/360px-Liverpool_FC.svg.png,20157
780,780,2015/2016,England Premier League,Liverpool,16,12,10,63,50,60,13,8,-2.960833333,53.43083333,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Liverpool_FC.svg/360px-Liverpool_FC.svg.png,20157
781,781,2009/2010,Italy Serie A,Livorno,7,8,23,27,61,29,-34,20,10.314167,43.526667,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/AS_Livorno.svg/400px-AS_Livorno.svg.png,20158
782,782,2013/2014,Italy Serie A,Livorno,6,7,25,39,77,25,-38,20,10.314167,43.526667,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/AS_Livorno.svg/400px-AS_Livorno.svg.png,20158
783,783,2008/2009,France Ligue 1,LOSC Lille,17,13,8,51,39,64,12,5,3.067614316,50.63678193,https://upload.wikimedia.org/wikipedia/en/3/3f/Lille_OSC_2018_logo.svg,20159
784,784,2009/2010,France Ligue 1,LOSC Lille,21,7,10,72,40,70,32,4,3.067614316,50.63678193,https://upload.wikimedia.org/wikipedia/en/3/3f/Lille_OSC_2018_logo.svg,20159
785,785,2010/2011,France Ligue 1,LOSC Lille,21,13,4,68,36,76,32,1,3.067614316,50.63678193,https://upload.wikimedia.org/wikipedia/en/3/3f/Lille_OSC_2018_logo.svg,20159
786,786,2011/2012,France Ligue 1,LOSC Lille,21,11,6,72,39,74,33,3,3.067614316,50.63678193,https://upload.wikimedia.org/wikipedia/en/3/3f/Lille_OSC_2018_logo.svg,20159
787,787,2012/2013,France Ligue 1,LOSC Lille,16,14,8,59,40,62,19,6,3.067614316,50.63678193,https://upload.wikimedia.org/wikipedia/en/3/3f/Lille_OSC_2018_logo.svg,20159
788,788,2013/2014,France Ligue 1,LOSC Lille,20,11,7,46,26,71,20,3,3.067614316,50.63678193,https://upload.wikimedia.org/wikipedia/en/3/3f/Lille_OSC_2018_logo.svg,20159
789,789,2014/2015,France Ligue 1,LOSC Lille,16,8,14,43,42,56,1,8,3.067614316,50.63678193,https://upload.wikimedia.org/wikipedia/en/3/3f/Lille_OSC_2018_logo.svg,20159
790,790,2015/2016,France Ligue 1,LOSC Lille,15,15,8,39,27,60,12,5,3.067614316,50.63678193,https://upload.wikimedia.org/wikipedia/en/3/3f/Lille_OSC_2018_logo.svg,20159
791,791,2015/2016,Switzerland Super League,Lugano,9,8,19,46,75,35,-29,9,8.961667,46.023611,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/FC_Lugano_logo.svg/360px-FC_Lugano_logo.svg.png,20160
792,792,2008/2009,England Premier League,Manchester City,15,5,18,58,50,50,8,10,-2.200277777,53.48305556,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Manchester_City_FC_badge.svg/360px-Manchester_City_FC_badge.svg.png,20161
793,793,2009/2010,England Premier League,Manchester City,18,13,7,73,45,67,28,5,-2.200277777,53.48305556,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Manchester_City_FC_badge.svg/360px-Manchester_City_FC_badge.svg.png,20161
794,794,2010/2011,England Premier League,Manchester City,21,8,9,60,33,71,27,3,-2.200277777,53.48305556,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Manchester_City_FC_badge.svg/360px-Manchester_City_FC_badge.svg.png,20161
795,795,2011/2012,England Premier League,Manchester City,28,5,5,93,29,89,64,1,-2.200277777,53.48305556,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Manchester_City_FC_badge.svg/360px-Manchester_City_FC_badge.svg.png,20161
796,796,2012/2013,England Premier League,Manchester City,23,9,6,66,34,78,32,2,-2.200277777,53.48305556,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Manchester_City_FC_badge.svg/360px-Manchester_City_FC_badge.svg.png,20161
797,797,2013/2014,England Premier League,Manchester City,27,5,6,102,37,86,65,1,-2.200277777,53.48305556,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Manchester_City_FC_badge.svg/360px-Manchester_City_FC_badge.svg.png,20161
798,798,2014/2015,England Premier League,Manchester City,24,7,7,83,38,79,45,2,-2.200277777,53.48305556,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Manchester_City_FC_badge.svg/360px-Manchester_City_FC_badge.svg.png,20161
799,799,2015/2016,England Premier League,Manchester City,19,9,10,71,41,66,30,4,-2.200277777,53.48305556,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Manchester_City_FC_badge.svg/360px-Manchester_City_FC_badge.svg.png,20161
800,800,2008/2009,England Premier League,Manchester United,28,6,4,68,24,90,44,1,-2.291388888,53.46305556,https://upload.wikimedia.org/wikipedia/en/7/7a/Manchester_United_FC_crest.svg,20162
801,801,2009/2010,England Premier League,Manchester United,27,4,7,86,28,85,58,2,-2.291388888,53.46305556,https://upload.wikimedia.org/wikipedia/en/7/7a/Manchester_United_FC_crest.svg,20162
802,802,2010/2011,England Premier League,Manchester United,23,11,4,78,37,80,41,1,-2.291388888,53.46305556,https://upload.wikimedia.org/wikipedia/en/7/7a/Manchester_United_FC_crest.svg,20162
803,803,2011/2012,England Premier League,Manchester United,28,5,5,89,33,89,56,2,-2.291388888,53.46305556,https://upload.wikimedia.org/wikipedia/en/7/7a/Manchester_United_FC_crest.svg,20162
804,804,2012/2013,England Premier League,Manchester United,28,5,5,86,43,89,43,1,-2.291388888,53.46305556,https://upload.wikimedia.org/wikipedia/en/7/7a/Manchester_United_FC_crest.svg,20162
805,805,2013/2014,England Premier League,Manchester United,19,7,12,64,43,64,21,7,-2.291388888,53.46305556,https://upload.wikimedia.org/wikipedia/en/7/7a/Manchester_United_FC_crest.svg,20162
806,806,2014/2015,England Premier League,Manchester United,20,10,8,62,37,70,25,4,-2.291388888,53.46305556,https://upload.wikimedia.org/wikipedia/en/7/7a/Manchester_United_FC_crest.svg,20162
807,807,2015/2016,England Premier League,Manchester United,19,9,10,49,35,66,14,5,-2.291388888,53.46305556,https://upload.wikimedia.org/wikipedia/en/7/7a/Manchester_United_FC_crest.svg,20162
808,808,2008/2009,England Premier League,Middlesbrough,7,11,20,28,57,32,-29,19,-1.216944444,54.57833333,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/Middlesbrough_FC_crest.svg/400px-Middlesbrough_FC_crest.svg.png,20163
809,809,2008/2009,Italy Serie A,Milan,22,8,8,70,35,74,35,2,8.92,45.47808,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Logo_of_AC_Milan.svg/260px-Logo_of_AC_Milan.svg.png,20164
810,810,2009/2010,Italy Serie A,Milan,20,10,8,60,39,70,21,3,8.92,45.47808,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Logo_of_AC_Milan.svg/260px-Logo_of_AC_Milan.svg.png,20164
811,811,2010/2011,Italy Serie A,Milan,24,10,4,65,24,82,41,1,8.92,45.47808,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Logo_of_AC_Milan.svg/260px-Logo_of_AC_Milan.svg.png,20164
812,812,2011/2012,Italy Serie A,Milan,23,8,6,72,33,77,39,2,8.92,45.47808,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Logo_of_AC_Milan.svg/260px-Logo_of_AC_Milan.svg.png,20164
813,813,2012/2013,Italy Serie A,Milan,21,9,8,67,39,72,28,3,8.92,45.47808,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Logo_of_AC_Milan.svg/260px-Logo_of_AC_Milan.svg.png,20164
814,814,2013/2014,Italy Serie A,Milan,16,9,13,57,49,57,8,8,8.92,45.47808,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Logo_of_AC_Milan.svg/260px-Logo_of_AC_Milan.svg.png,20164
815,815,2014/2015,Italy Serie A,Milan,13,13,12,56,50,52,6,10,8.92,45.47808,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Logo_of_AC_Milan.svg/260px-Logo_of_AC_Milan.svg.png,20164
816,816,2015/2016,Italy Serie A,Milan,15,12,11,49,43,57,6,7,8.92,45.47808,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Logo_of_AC_Milan.svg/260px-Logo_of_AC_Milan.svg.png,20164
817,817,2009/2010,France Ligue 1,Montpellier Hérault SC,20,9,9,50,40,69,10,5,3.930685964,43.61275576,https://upload.wikimedia.org/wikipedia/en/a/a8/Montpellier_HSC_logo.svg,20165
818,818,2010/2011,France Ligue 1,Montpellier Hérault SC,12,11,15,32,43,47,-11,14,3.930685964,43.61275576,https://upload.wikimedia.org/wikipedia/en/a/a8/Montpellier_HSC_logo.svg,20165
819,819,2011/2012,France Ligue 1,Montpellier Hérault SC,25,7,6,68,34,82,34,1,3.930685964,43.61275576,https://upload.wikimedia.org/wikipedia/en/a/a8/Montpellier_HSC_logo.svg,20165
820,820,2012/2013,France Ligue 1,Montpellier Hérault SC,15,7,16,54,51,52,3,9,3.930685964,43.61275576,https://upload.wikimedia.org/wikipedia/en/a/a8/Montpellier_HSC_logo.svg,20165
821,821,2013/2014,France Ligue 1,Montpellier Hérault SC,8,18,12,45,53,42,-8,16,3.930685964,43.61275576,https://upload.wikimedia.org/wikipedia/en/a/a8/Montpellier_HSC_logo.svg,20165
822,822,2014/2015,France Ligue 1,Montpellier Hérault SC,16,8,14,46,39,56,7,7,3.930685964,43.61275576,https://upload.wikimedia.org/wikipedia/en/a/a8/Montpellier_HSC_logo.svg,20165
823,823,2015/2016,France Ligue 1,Montpellier Hérault SC,14,7,17,49,47,49,2,12,3.930685964,43.61275576,https://upload.wikimedia.org/wikipedia/en/a/a8/Montpellier_HSC_logo.svg,20165
824,824,2012/2013,Portugal Liga ZON Sagres,Moreirense FC,5,9,16,30,51,24,-21,15,-8.354761,41.378089,https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Moreirense_Futebol_Clube_logo.svg/440px-Moreirense_Futebol_Clube_logo.svg.png,20166
825,825,2014/2015,Portugal Liga ZON Sagres,Moreirense FC,11,10,13,33,42,43,-9,11,-8.354761,41.378089,https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Moreirense_Futebol_Clube_logo.svg/440px-Moreirense_Futebol_Clube_logo.svg.png,20166
826,826,2015/2016,Portugal Liga ZON Sagres,Moreirense FC,9,9,16,38,54,36,-16,12,-8.354761,41.378089,https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Moreirense_Futebol_Clube_logo.svg/440px-Moreirense_Futebol_Clube_logo.svg.png,20166
827,827,2008/2009,Scotland Premier League,Motherwell,13,9,16,46,51,48,-5,6,-3.980078,55.779947,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Motherwell_FC_crest.svg/360px-Motherwell_FC_crest.svg.png,20167
828,828,2009/2010,Scotland Premier League,Motherwell,13,14,11,52,54,53,-2,5,-3.980078,55.779947,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Motherwell_FC_crest.svg/360px-Motherwell_FC_crest.svg.png,20167
