,season,League_name,team_long_name,age_mean,age_max,age_min,height_mean,height_max,height_min,weight_mean,weight_max,weight_min,right_foot,left_foot,nan_foot,best_player_name,rating,potential,speed,jumping,stamina,strength,url,player_idx,rank,width,team_idx
385,2010/2011,Belgium Jupiler League,Sporting Charleroi,23.9,30,18,181.3,193.0,167.6,166.9,196,132,67.86,28.57,3.57,Hernan Losada,69.0,72.0,67.0,68.0,67.0,48.0,https://upload.wikimedia.org/wikipedia/commons/1/11/Hernan_losada-1494348942.JPG,10271,16.0,332,20242
386,2010/2011,Belgium Jupiler League,Sporting Lokeren,25.2,32,17,180.5,190.5,167.6,166.1,187,137,63.16,36.84,0.0,Ivan Leko,69.0,72.0,53.0,53.0,64.0,62.0,https://upload.wikimedia.org/wikipedia/commons/e/e5/Ivan_leko-1525200440.jpg,10000,5.0,291,20244
387,2010/2011,Belgium Jupiler League,Standard de Liège,22.0,29,17,182.4,190.5,172.7,166.3,198,143,73.91,26.09,0.0,Steven Defour,77.5,83.0,68.0,68.5,84.5,65.0,https://upload.wikimedia.org/wikipedia/commons/1/19/Dinamo-Anderleht_%284%29.jpg,10160,6.0,334,20251
388,2010/2011,England Premier League,Arsenal,23.9,29,18,180.9,193.0,172.7,162.1,196,143,76.19,23.81,0.0,Cesc Fabregas,86.0,90.5,75.0,65.0,84.0,72.0,https://upload.wikimedia.org/wikipedia/commons/b/b4/Cesc_Fabregas_vs_Maccabi_Tel-Aviv%2C_Sep_2015.jpg,10010,4.0,261,20015
389,2010/2011,England Premier League,Aston Villa,25.1,36,19,180.2,193.0,170.2,166.6,209,132,78.57,17.86,3.57,Ashley Young,82.5,86.5,91.0,47.0,72.0,48.0,https://upload.wikimedia.org/wikipedia/commons/b/bf/Ashley_Young_2018-06-13_1.jpg,10161,9.0,326,20019
390,2010/2011,England Premier League,Birmingham City,27.0,36,18,181.9,203.2,170.2,171.1,212,150,82.61,17.39,0.0,Obafemi Martins,79.0,85.0,88.5,78.5,68.5,72.0,https://upload.wikimedia.org/wikipedia/commons/2/25/Martins_Llevant.jpg,10022,18.0,216,20027
391,2010/2011,England Premier League,Blackburn Rovers,26.3,34,18,184.2,195.6,172.7,176.8,220,154,75.0,25.0,0.0,Roque Santa Cruz,79.5,83.0,76.0,87.5,66.0,82.0,https://upload.wikimedia.org/wikipedia/commons/0/04/Roque_Luis_Santa_Cruz.jpg,10012,15.0,301,20028
392,2010/2011,England Premier League,Blackpool,26.3,33,19,180.6,190.5,167.6,166.5,198,134,66.67,33.33,0.0,Charlie Adam,76.0,79.0,69.5,75.5,76.0,74.0,https://upload.wikimedia.org/wikipedia/commons/9/90/1_charlie_adam_stoke_2015.jpg,10272,19.0,255,20029
393,2010/2011,England Premier League,Bolton Wanderers,25.5,33,19,184.4,195.6,175.3,170.9,198,152,66.67,33.33,0.0,Gary Cahill,78.5,85.0,75.0,78.0,75.0,79.0,https://upload.wikimedia.org/wikipedia/commons/1/11/Gary_Cahill_2018_2_%28cropped%29_%28cropped%29.jpg,10164,14.0,296,20032
394,2010/2011,England Premier League,Chelsea,26.2,32,17,182.5,188.0,172.7,171.1,201,141,75.0,25.0,0.0,Didier Drogba,87.0,90.0,83.5,90.5,71.0,89.5,https://upload.wikimedia.org/wikipedia/commons/7/7c/Didier_Drogba_%282019%29_%28cropped%29.jpg,10273,2.0,324,20050
395,2010/2011,England Premier League,Everton,26.3,33,19,181.0,193.0,170.2,165.5,194,141,73.68,26.32,0.0,Mikel Arteta,82.0,84.0,77.0,70.0,76.0,75.0,https://upload.wikimedia.org/wikipedia/commons/b/bc/Mikel_Arteta_%28cropped%29.jpg,10015,7.0,255,20070
396,2010/2011,England Premier League,Fulham,27.8,33,19,181.6,195.6,170.2,171.5,203,141,70.83,29.17,0.0,Brede Hangeland,82.5,85.5,72.0,89.0,79.0,88.0,https://upload.wikimedia.org/wikipedia/commons/6/6f/2012-08_Hangeland.jpg,10016,8.0,245,20108
397,2010/2011,England Premier League,Liverpool,25.1,32,16,182.9,193.0,167.6,169.9,194,148,73.08,26.92,0.0,Steven Gerrard,86.0,90.0,81.0,68.0,86.0,82.0,https://upload.wikimedia.org/wikipedia/commons/d/d5/Steven_Gerrard_2018.jpg,10018,6.0,279,20157
398,2010/2011,England Premier League,Manchester City,25.0,34,19,182.9,193.0,165.1,174.0,198,139,63.64,36.36,0.0,Carlos Tevez,86.0,89.5,83.0,72.0,90.0,83.5,https://upload.wikimedia.org/wikipedia/commons/7/70/Carlos_Tevez_with_Argentina_at_the_Boleyn_Ground_in_November_2014.jpg,10167,3.0,242,20161
399,2010/2011,England Premier League,Manchester United,26.6,36,18,181.6,193.0,170.2,169.1,198,143,91.67,8.33,0.0,Wayne Rooney,87.5,91.0,85.0,79.0,86.0,90.0,https://upload.wikimedia.org/wikipedia/commons/a/a9/Wayne_Rooney_%2850121725757%29.jpg,10274,1.0,279,20162
400,2010/2011,England Premier League,Newcastle United,25.1,35,18,182.2,193.0,170.2,179.0,209,146,77.27,22.73,0.0,Jonas Gutierrez,78.0,79.0,83.0,61.0,79.0,71.5,https://upload.wikimedia.org/wikipedia/commons/f/fb/Jonasgutierrezthumbsup.jpg,10275,12.0,353,20174
401,2010/2011,England Premier League,Stoke City,27.7,33,22,184.5,193.0,172.7,172.4,218,141,78.95,21.05,0.0,John Carew,79.5,85.0,80.0,88.5,66.0,87.0,https://upload.wikimedia.org/wikipedia/commons/6/60/Carew.jpg,10276,13.0,279,20252
402,2010/2011,England Premier League,Sunderland,24.8,33,19,179.8,193.0,167.6,168.2,198,148,81.82,13.64,4.54,Darren Bent,82.0,84.0,88.0,78.0,66.0,77.0,https://upload.wikimedia.org/wikipedia/commons/9/96/Darren_Bent_26-04-2008_1.jpg,10171,10.0,305,20253
403,2010/2011,England Premier League,Tottenham Hotspur,25.4,32,19,181.8,200.7,165.1,165.5,192,139,79.17,20.83,0.0,Rafael van der Vaart,84.5,89.0,72.5,58.0,68.5,66.5,https://upload.wikimedia.org/wikipedia/commons/e/ed/Rafael_van_der_Vaart_2014.jpg,10277,5.0,310,20261
404,2010/2011,England Premier League,West Bromwich Albion,26.0,30,21,183.4,193.0,175.3,172.5,194,141,76.19,23.81,0.0,Paul Scharner,77.0,78.0,71.0,85.0,81.0,84.0,https://upload.wikimedia.org/wikipedia/commons/5/51/12-06-05-aut-rom-freundschaftsspiel-248.jpg,10278,11.0,321,20284
405,2010/2011,England Premier League,West Ham United,25.9,32,20,182.0,193.0,170.2,169.3,194,134,80.0,20.0,0.0,Demba Ba,79.0,83.0,83.0,81.0,69.0,85.0,https://upload.wikimedia.org/wikipedia/commons/2/2a/Demba_Ba_BJK%2714.JPG,10279,20.0,291,20285
406,2010/2011,England Premier League,Wigan Athletic,24.4,30,19,181.7,193.0,170.2,167.6,194,141,80.95,19.05,0.0,Charles N'Zogbia,77.0,82.0,85.0,59.0,71.0,72.5,https://upload.wikimedia.org/wikipedia/commons/d/dc/Charles_N%27Zogbia.png,10280,16.0,255,20287
407,2010/2011,England Premier League,Wolverhampton Wanderers,24.8,34,22,182.2,190.5,170.2,178.7,212,157,60.87,39.13,0.0,Kevin Doyle,76.5,82.0,76.0,79.0,79.0,73.0,https://upload.wikimedia.org/wikipedia/commons/2/23/Kevin_Doyle_at_Avaya.jpg,10281,17.0,365,20290
408,2010/2011,France Ligue 1,AC Arles-Avignon,27.0,34,20,180.8,190.5,170.2,168.6,205,150,80.77,19.23,0.0,Camel Meriem,72.5,83.0,74.0,65.0,67.0,55.0,https://upload.wikimedia.org/wikipedia/commons/4/41/Loco-Appolon_%284%29.jpg,10282,20.0,432,20006
409,2010/2011,France Ligue 1,AJ Auxerre,25.5,31,19,179.7,190.5,162.6,165.9,185,143,66.67,33.33,0.0,Ireneusz Jelen,80.5,85.0,87.0,75.0,67.0,73.0,https://upload.wikimedia.org/wikipedia/commons/5/56/Ireneusz_jelen.jpg,10283,9.0,495,20010
410,2010/2011,France Ligue 1,AS Monaco,24.5,33,17,179.8,190.5,165.1,165.5,201,128,74.07,25.93,0.0,Dieumerci Mbokani,77.0,83.5,78.0,76.0,73.0,84.5,https://upload.wikimedia.org/wikipedia/commons/9/94/Dieumerci_Mbokani_2013.jpg,10284,18.0,279,20016
411,2010/2011,France Ligue 1,AS Nancy-Lorraine,24.9,30,17,180.8,190.5,170.2,167.0,205,150,76.19,23.81,0.0,Youssouf Hadji,77.0,82.0,84.0,78.0,76.0,78.0,https://upload.wikimedia.org/wikipedia/commons/0/0d/Youssouf_Hadji_%284%29.jpg,10178,13.0,343,20017
412,2010/2011,France Ligue 1,AS Saint-Étienne,25.2,34,19,182.0,190.5,170.2,174.0,212,150,75.0,20.0,5.0,Dimitri Payet,76.5,86.0,81.0,56.0,72.0,60.5,https://upload.wikimedia.org/wikipedia/commons/9/96/Payet_April_2016.jpeg,10285,10.0,214,20018
413,2010/2011,France Ligue 1,FC Lorient,24.4,32,17,178.3,188.0,170.2,159.7,183,132,73.68,26.32,0.0,Kevin Gameiro,78.0,84.0,81.0,66.0,76.0,73.0,https://upload.wikimedia.org/wikipedia/commons/e/e1/05-05-2016_-_Sevilla_FC_-_FC_Shakhtar_Donetsk_-_3-1_%2826773645701%29.jpg,10180,11.0,512,20084
414,2010/2011,France Ligue 1,FC Sochaux-Montbéliard,23.6,30,19,180.9,188.0,170.2,167.5,190,134,72.22,27.78,0.0,Marvin Martin,73.5,85.0,70.0,42.0,75.5,65.0,https://upload.wikimedia.org/wikipedia/commons/4/49/Marvin_Martin_%28LOSC%29.JPG,10286,5.0,303,20093
415,2010/2011,France Ligue 1,Girondins de Bordeaux,24.0,29,19,183.3,195.6,170.2,172.1,194,143,86.36,13.64,0.0,Yoann Gourcuff,82.0,87.0,78.0,71.0,88.0,74.0,https://upload.wikimedia.org/wikipedia/commons/c/c5/Stade_rennais_vs_USM_Alger%2C_July_16th_2016_-_Yoann_Gourcuff_1.jpg,10182,7.0,340,20113
416,2010/2011,France Ligue 1,LOSC Lille,24.6,30,19,179.8,193.0,167.6,169.4,198,146,84.21,15.79,0.0,Eden Hazard,81.5,89.0,85.5,67.0,76.0,62.0,https://upload.wikimedia.org/wikipedia/commons/4/46/Eden_Hazard_at_Baku_before_2019_UEFA_Europe_League_Final.jpg,10184,1.0,280,20159
417,2010/2011,France Ligue 1,Montpellier Hérault SC,25.8,35,19,180.3,193.0,170.2,165.9,194,143,65.0,35.0,0.0,Emir Spahic,77.0,81.0,78.0,85.0,75.0,77.0,https://upload.wikimedia.org/wikipedia/commons/7/79/20150331_2025_AUT_BIH_2135.jpg,10186,14.0,279,20165
418,2010/2011,France Ligue 1,OGC Nice,25.8,33,21,181.3,193.0,170.2,167.1,196,143,60.87,39.13,0.0,Loic Remy,78.0,87.0,83.0,78.0,76.0,72.0,https://upload.wikimedia.org/wikipedia/commons/8/8b/Chelsea_2_West_Brom_0_The_Blues_go_marching_on_%2815672771328%29.jpg,10187,17.0,241,20178
419,2010/2011,France Ligue 1,Olympique Lyonnais,24.1,33,18,181.3,188.0,172.7,166.5,185,143,80.95,19.05,0.0,Lisandro Lopez,83.5,86.0,85.5,80.0,86.5,83.0,https://upload.wikimedia.org/wikipedia/commons/6/6c/Lopez_%283%29.JPG,10188,3.0,263,20180
420,2010/2011,France Ligue 1,Olympique de Marseille,26.4,32,18,182.2,188.0,167.6,170.6,194,128,70.0,30.0,0.0,Lucho Gonzalez,81.5,85.0,75.0,72.0,81.0,77.0,https://upload.wikimedia.org/wikipedia/commons/7/79/Lucho_Gonzalez_%28OM%29.jpg,10110,2.0,236,20179
421,2010/2011,France Ligue 1,Paris Saint-Germain,26.5,37,17,179.7,193.0,165.1,167.9,198,137,70.59,29.41,0.0,Mathieu Bodmer,78.5,83.0,74.0,82.5,86.0,81.5,https://upload.wikimedia.org/wikipedia/commons/c/ca/Bodmer_%28Lille_vs_PSG%29.png,10287,4.0,292,20184
422,2010/2011,France Ligue 1,RC Lens,24.6,32,17,181.8,190.5,172.7,167.2,185,150,68.0,32.0,0.0,Sebastien Roudet,73.0,76.0,77.0,60.0,66.0,64.0,https://upload.wikimedia.org/wikipedia/commons/c/c2/S%C3%A9bastien_Roudet_lens_asse.jpg,10288,19.0,242,20203
423,2010/2011,France Ligue 1,SM Caen,24.9,33,19,180.7,190.5,175.3,168.3,190,150,71.43,14.29,14.28,Benjamin Nivet,75.0,81.5,72.0,56.0,70.0,56.0,https://upload.wikimedia.org/wikipedia/commons/4/47/Benjamin-nivet.jpg,10289,15.0,389,20239
424,2010/2011,France Ligue 1,Stade Brestois 29,25.2,33,19,178.9,188.0,167.6,166.0,187,143,85.0,10.0,5.0,Nolan Roux,73.0,82.0,75.0,66.0,72.0,68.0,https://upload.wikimedia.org/wikipedia/commons/8/86/Nolan_Roux%2C_LOSC_Lille.JPG,10290,16.0,185,20248
425,2010/2011,France Ligue 1,Stade Rennais FC,23.3,35,18,182.0,193.0,172.7,166.4,198,146,83.33,16.67,0.0,Rod Fanni,79.0,85.5,89.0,77.0,73.0,83.0,https://upload.wikimedia.org/wikipedia/commons/a/a4/Rod_Fanni3.jpg,10191,6.0,351,20250
426,2010/2011,France Ligue 1,Toulouse FC,23.4,29,18,181.3,188.0,167.6,167.7,187,141,78.95,21.05,0.0,Andre-Pierre Gignac,79.5,85.5,80.0,76.5,75.5,78.0,https://upload.wikimedia.org/wikipedia/commons/8/8b/Final_CONCACAF_23_%28cropped%29.jpg,10192,8.0,321,20262
427,2010/2011,France Ligue 1,Valenciennes FC,25.2,34,18,181.3,190.5,170.2,165.9,205,139,72.73,27.27,0.0,Milan Bisevac,75.0,80.0,63.0,72.0,75.0,82.0,https://upload.wikimedia.org/wikipedia/commons/2/24/Milan_Bisevac.jpg,10194,12.0,560,20273
428,2010/2011,Germany 1. Bundesliga,1. FC Kaiserslautern,24.5,31,19,182.9,193.0,170.2,172.6,198,139,71.43,28.57,0.0,Srdjan Lakic,73.5,77.5,74.5,77.0,67.0,75.5,https://upload.wikimedia.org/wikipedia/commons/3/30/Srdjan_Lakic.jpg,10291,7.0,315,20000
429,2010/2011,Germany 1. Bundesliga,1. FC Köln,24.5,33,18,183.0,193.0,172.7,170.4,201,148,78.26,21.74,0.0,Lukas Podolski,81.0,87.0,87.0,68.0,72.0,71.0,https://upload.wikimedia.org/wikipedia/commons/3/3f/Lukas_Podolski_2019.jpg,10195,10.0,332,20001
430,2010/2011,Germany 1. Bundesliga,1. FC Nürnberg,22.9,33,17,182.2,193.0,170.2,176.0,194,157,70.0,30.0,0.0,Timmy Simons,74.0,81.0,65.0,70.0,73.0,76.0,https://upload.wikimedia.org/wikipedia/commons/3/33/Dnepr-Brugge_%289%29.jpg,10292,6.0,249,20002
431,2010/2011,Germany 1. Bundesliga,1. FSV Mainz 05,25.0,34,19,184.3,195.6,170.2,178.2,201,148,71.43,28.57,0.0,Andreas Ivanschitz,75.0,81.0,70.0,59.0,71.0,66.0,https://upload.wikimedia.org/wikipedia/commons/7/78/FIFA_WC-qualification_2014_-_Austria_vs._Germany_2012-09-11_-_Andreas_Ivanschitz_01.JPG,10196,5.0,455,20003
432,2010/2011,Germany 1. Bundesliga,Bayer 04 Leverkusen,25.2,36,19,186.2,195.6,175.3,179.7,203,154,82.35,17.65,0.0,Michael Ballack,83.0,86.0,72.0,81.5,77.0,86.0,https://upload.wikimedia.org/wikipedia/commons/5/5d/10._Tag_der_Legenden_2014_69.jpg,10293,2.0,304,20025
433,2010/2011,Germany 1. Bundesliga,Borussia Dortmund,23.6,32,18,183.7,193.0,175.3,174.2,203,150,75.0,25.0,0.0,Lucas Barrios,81.0,84.0,80.0,78.0,72.0,77.5,https://upload.wikimedia.org/wikipedia/commons/a/a3/Lucas_Barrios_Palmeiras_2015.jpg,10294,1.0,355,20033
434,2010/2011,Germany 1. Bundesliga,Borussia Mönchengladbach,25.3,31,19,185.3,193.0,177.8,180.2,203,154,78.26,21.74,0.0,Dante,78.0,82.0,75.0,80.0,74.0,83.0,https://upload.wikimedia.org/wikipedia/commons/6/6f/Portrait_de_Dante.jpg,10295,16.0,276,20034
435,2010/2011,Germany 1. Bundesliga,Eintracht Frankfurt,24.8,31,17,182.4,195.6,172.7,172.5,212,152,85.71,14.29,0.0,Theofanis Gekas,77.0,79.5,81.0,69.0,72.0,68.0,https://upload.wikimedia.org/wikipedia/commons/6/64/Gekas.jpg,10296,17.0,298,20064
436,2010/2011,Germany 1. Bundesliga,FC Bayern Munich,26.0,33,20,182.8,198.1,170.2,174.7,209,146,66.67,33.33,0.0,Arjen Robben,87.0,89.0,91.0,56.0,71.0,65.0,https://upload.wikimedia.org/wikipedia/commons/4/42/Arjen_Robben_v_Shakhtar_2015_%28cropped%29.jpg,10297,3.0,264,20078
437,2010/2011,Germany 1. Bundesliga,FC Schalke 04,23.6,34,16,182.2,195.6,175.3,171.2,203,141,80.0,20.0,0.0,Jefferson Farfan,81.5,85.0,85.5,56.0,80.5,77.0,https://upload.wikimedia.org/wikipedia/commons/e/e3/Jefferson_Farf%C3%A1n_2018.jpg,10298,14.0,244,20091
438,2010/2011,Germany 1. Bundesliga,FC St. Pauli,25.6,32,20,183.3,193.0,175.3,177.2,214,152,81.82,18.18,0.0,Matthias Lehmann,73.0,77.0,72.0,66.0,77.0,75.5,https://upload.wikimedia.org/wikipedia/commons/2/2d/Empfang_f%C3%BCr_den_1._FC_K%C3%B6ln_im_Rathaus-8984.jpg,10299,18.0,361,20095
439,2010/2011,Germany 1. Bundesliga,Hamburger SV,25.0,35,17,181.8,190.5,170.2,173.3,201,132,69.57,30.43,0.0,Mladen Petric,81.0,83.0,75.0,71.0,69.0,74.0,https://upload.wikimedia.org/wikipedia/commons/1/1b/Mladen_Petric.jpg,10057,8.0,315,20120
440,2010/2011,Germany 1. Bundesliga,Hannover 96,25.6,34,18,180.8,190.5,170.2,172.5,198,150,72.22,27.78,0.0,Didier Konan Ya,76.0,79.0,78.5,64.0,72.5,71.0,https://upload.wikimedia.org/wikipedia/commons/e/e3/Didier-Ya-Konan-2015-07.jpg,10300,4.0,315,20122
441,2010/2011,Germany 1. Bundesliga,SC Freiburg,25.7,32,20,184.3,193.0,175.3,171.3,194,150,71.43,28.57,0.0,Papiss Cisse,75.5,79.5,77.0,71.5,71.0,71.5,https://upload.wikimedia.org/wikipedia/commons/f/f0/Papiss_Cisse.jpg,10301,9.0,236,20230
442,2010/2011,Germany 1. Bundesliga,SV Werder Bremen,24.9,33,18,185.8,198.1,170.2,178.8,214,141,85.71,14.29,0.0,Per Mertesacker,82.5,85.0,63.5,77.0,79.0,85.0,https://upload.wikimedia.org/wikipedia/commons/9/97/FIFA_WC-qualification_2014_-_Austria_vs._Germany_2012-09-11_-_Per_Mertesacker_01_%28cropped%29.JPG,10061,13.0,318,20255
443,2010/2011,Germany 1. Bundesliga,TSG 1899 Hoffenheim,23.2,32,18,184.3,195.6,170.2,175.3,209,148,61.9,38.1,0.0,Josip Simunic,80.0,83.0,71.0,80.5,67.0,84.0,https://upload.wikimedia.org/wikipedia/commons/b/b1/3_Simunic.JPG,10059,11.0,280,20264
444,2010/2011,Germany 1. Bundesliga,VfB Stuttgart,24.5,33,20,181.2,193.0,165.1,172.2,201,143,68.0,28.0,4.0,Cacau,78.5,81.0,82.0,75.0,73.0,66.0,https://upload.wikimedia.org/wikipedia/commons/e/e5/Werkstattreihe_gemeinsam_f%C3%BCr_ein_starkes_Deutschland%2C_K%C3%B6ln-3523.jpg,10302,12.0,420,20274
445,2010/2011,Germany 1. Bundesliga,VfL Wolfsburg,25.2,31,18,183.8,193.0,170.2,172.8,203,146,90.0,10.0,0.0,Edin Dzeko,84.5,89.0,82.0,81.0,74.0,78.0,https://upload.wikimedia.org/wikipedia/commons/2/2c/20150331_2026_AUT_BIH_2177_Edin_D%C5%BEeko_%28cropped%29.jpg,10206,15.0,280,20276
446,2010/2011,Italy Serie A,Bari,25.3,34,17,180.2,190.5,167.6,165.1,198,132,82.76,17.24,0.0,Barreto,77.5,83.0,85.0,71.0,79.0,65.5,0,40040,20.0,336,20024
447,2010/2011,Italy Serie A,Bologna,25.1,34,19,183.1,193.0,172.7,169.9,185,150,72.73,22.73,4.54,Marco Di Vaio,78.5,82.0,81.0,67.0,69.0,68.5,https://upload.wikimedia.org/wikipedia/commons/a/a3/Marco_Di_Vaio_2013-09-08_%28cropped%29.jpg,10207,15.0,193,20031
448,2010/2011,Italy Serie A,Brescia,27.7,36,19,180.5,193.0,167.6,164.4,190,143,77.27,22.73,0.0,Cristiano Zanetti,75.0,84.0,63.5,65.0,61.0,73.0,0,40062,19.0,611,20036
449,2010/2011,Italy Serie A,Cagliari,25.2,31,18,180.8,190.5,170.2,161.9,185,139,82.35,17.65,0.0,Andrea Cossu,77.5,80.0,80.5,60.0,72.0,60.5,0,40063,14.0,750,20040
450,2010/2011,Italy Serie A,Catania,25.7,32,20,181.6,193.0,165.1,169.3,198,146,77.78,22.22,0.0,Maxi Lopez,78.0,83.0,78.0,75.0,76.0,81.0,https://upload.wikimedia.org/wikipedia/commons/1/1b/Maxi_Lopez.jpg,10303,13.0,343,20043
451,2010/2011,Italy Serie A,Cesena,26.0,33,19,181.1,190.5,167.6,167.0,196,132,85.71,14.29,0.0,Alessandro Rosina,76.0,85.0,85.0,67.0,76.0,66.0,https://upload.wikimedia.org/wikipedia/commons/1/10/AlessRosina.jpg,10081,16.0,300,20048
452,2010/2011,Italy Serie A,Chievo Verona,27.6,34,23,182.4,190.5,172.7,170.5,196,154,54.55,40.91,4.54,Sergio Pellissier,77.5,80.0,81.5,68.0,73.5,72.0,https://upload.wikimedia.org/wikipedia/commons/e/e9/Sergio_Pellissier.jpg,10210,11.0,214,20051
453,2010/2011,Italy Serie A,Fiorentina,25.9,33,17,183.1,193.0,172.7,171.3,201,157,77.27,22.73,0.0,Juan Vargas,80.5,84.5,82.5,70.0,82.0,83.0,https://upload.wikimedia.org/wikipedia/commons/b/b8/Juan_Vargas_official_photo.jpg,10304,9.0,279,20105
454,2010/2011,Italy Serie A,Genoa,25.9,34,19,182.8,195.6,175.3,168.5,194,150,79.17,20.83,0.0,Andrea Ranocchia,78.5,88.0,71.5,81.5,73.0,82.0,https://upload.wikimedia.org/wikipedia/commons/4/4e/Andrea_Ranocchia_FC_Internazionale.jpg,10305,10.0,327,20109
455,2010/2011,Italy Serie A,Inter,26.6,36,18,181.0,195.6,170.2,170.5,203,150,70.83,29.17,0.0,Wesley Sneijder,86.0,88.0,76.5,58.0,80.0,68.0,https://upload.wikimedia.org/wikipedia/commons/4/42/Wesley_Sneijder_%2815487233555%29_%28cropped%29.jpg,10141,2.0,357,20130
456,2010/2011,Italy Serie A,Juventus,26.4,35,18,184.9,193.0,175.3,176.1,194,157,85.19,14.81,0.0,Giorgio Chiellini,85.0,90.0,81.0,86.0,77.0,87.0,https://upload.wikimedia.org/wikipedia/commons/5/5c/Giorgio_Chiellini%2C_2015_%28cropped%29.jpg,10214,7.0,280,20133
457,2010/2011,Italy Serie A,Lazio,27.2,34,19,180.2,193.0,167.6,169.9,196,148,80.95,19.05,0.0,Hernanes,80.5,86.0,74.0,69.0,75.5,72.5,https://upload.wikimedia.org/wikipedia/commons/8/8e/Brazil_and_Croatia_match_at_the_FIFA_World_Cup_2014-06-12_%2831%29_%28Hernanes%29.jpg,10306,5.0,279,20146
458,2010/2011,Italy Serie A,Lecce,25.8,34,18,181.8,190.5,170.2,173.4,190,150,79.17,12.5,8.33,Guillermo Giacomazzi,72.0,76.0,64.5,74.0,70.5,76.5,https://upload.wikimedia.org/wikipedia/commons/2/2a/Giacomazzi_%28edited%29.JPG,10307,17.0,217,20149
459,2010/2011,Italy Serie A,Milan,28.0,36,18,181.8,195.6,172.7,169.5,209,132,85.71,14.29,0.0,Zlatan Ibrahimovic,85.5,90.5,81.0,80.5,74.0,88.0,https://upload.wikimedia.org/wikipedia/commons/0/09/Zlatan_Ibrahimovi%C4%87_June_2018.jpg,10072,1.0,290,20164
460,2010/2011,Italy Serie A,Napoli,26.5,34,18,179.8,188.0,170.2,165.8,187,141,77.27,22.73,0.0,Marek Hamsik,82.5,88.0,83.0,74.0,78.0,69.0,https://upload.wikimedia.org/wikipedia/commons/5/5e/Hamsik_2016.jpg,10308,3.0,297,20171
461,2010/2011,Italy Serie A,Palermo,24.0,34,18,183.2,193.0,167.6,171.5,198,154,72.73,27.27,0.0,Fabrizio Miccoli,83.0,84.5,83.0,56.0,70.0,67.5,https://upload.wikimedia.org/wikipedia/commons/0/05/FabrizioMiccoli.jpg,10077,8.0,329,20183
462,2010/2011,Italy Serie A,Parma,27.0,34,19,180.3,190.5,165.1,167.0,194,130,60.0,40.0,0.0,Amauri,77.5,83.5,76.0,86.5,78.5,84.5,https://upload.wikimedia.org/wikipedia/commons/3/35/Amauri.jpg,10309,12.0,250,20185
463,2010/2011,Italy Serie A,Roma,28.7,33,23,181.9,188.0,170.2,171.2,183,143,77.78,22.22,0.0,Daniele De Rossi,83.0,86.0,76.0,81.0,87.0,79.0,https://upload.wikimedia.org/wikipedia/commons/7/7d/Daniele_De_Rossi_BGR-ITA_2012.jpg,10310,6.0,300,20218
464,2010/2011,Italy Serie A,Sampdoria,25.0,32,18,180.4,185.4,172.7,166.5,187,148,87.5,12.5,0.0,Antonio Cassano,83.5,86.0,75.0,55.0,74.0,70.0,https://upload.wikimedia.org/wikipedia/commons/3/36/Antonio_Cassano_Euro_2012_vs_England.jpg,10080,18.0,278,20224
465,2010/2011,Italy Serie A,Udinese,24.6,32,19,180.9,190.5,170.2,170.6,203,137,77.78,22.22,0.0,Antonio Di Natale,84.0,86.0,83.0,63.5,75.5,65.0,https://upload.wikimedia.org/wikipedia/commons/3/37/Antonio_di_natale.JPG,10082,4.0,314,20268
466,2010/2011,Netherlands Eredivisie,ADO Den Haag,24.9,31,19,182.7,190.5,170.2,170.9,187,154,66.67,33.33,0.0,Wesley Verhoek,70.5,73.5,82.5,60.0,68.0,71.0,https://upload.wikimedia.org/wikipedia/commons/f/f7/Wesley_Verhoek_2012.jpg,10311,7.0,630,20009
467,2010/2011,Netherlands Eredivisie,AZ,23.2,31,19,183.0,193.0,175.3,171.7,201,146,50.0,50.0,0.0,Hector Moreno,75.0,84.0,74.0,80.0,76.5,70.5,https://upload.wikimedia.org/wikipedia/commons/2/2a/Mex-Kor_%282%29.jpg,10312,4.0,357,20023
468,2010/2011,Netherlands Eredivisie,Ajax,23.2,35,18,179.7,188.0,167.6,166.2,190,143,66.67,33.33,0.0,Luis Suarez,82.0,88.0,78.0,71.0,82.5,77.5,https://upload.wikimedia.org/wikipedia/commons/7/71/Luis_Su%C3%A1rez_Atl%C3%A9tico_Madrid.jpg,10221,1.0,285,20011
469,2010/2011,Netherlands Eredivisie,De Graafschap,24.1,33,18,180.9,190.5,170.2,168.5,192,141,81.82,18.18,0.0,Youssouf Hersi,68.0,68.0,81.0,67.0,76.0,57.0,https://upload.wikimedia.org/wikipedia/commons/3/32/Hersi.png,10313,14.0,0,20057
470,2010/2011,Netherlands Eredivisie,Excelsior,22.0,30,18,182.9,195.6,167.6,167.9,196,128,71.43,28.57,0.0,Geert Arend Roorda,68.0,75.5,71.0,73.0,65.0,75.0,https://upload.wikimedia.org/wikipedia/commons/c/cf/Geert_Arend_Roorda_%40_eLBee.jpg,10314,16.0,336,20071
471,2010/2011,Netherlands Eredivisie,FC Groningen,22.8,27,18,184.9,195.6,177.8,175.6,192,161,72.22,27.78,0.0,Andreas Granqvist,76.5,82.0,72.0,80.0,77.0,81.0,https://upload.wikimedia.org/wikipedia/commons/9/93/SWE-SWI_%2813%29_%28cropped%29_2.jpg,10222,5.0,280,20081
