season,League_name,team_long_name,age_mean,age_max,age_min,height_mean,height_max,height_min,weight_mean,weight_max,weight_min,right_foot,left_foot,nan_foot,best_player_name,rating,potential,speed,jumping,stamina,strength
2008/2009,Portugal Liga ZON Sagres,CD Nacional,23.5,30.0,18.0,178.9,188.0,167.6,162.3,172.0,137.0,83.33,16.67,0.0,Juliano Mineiro,69.0,72.0,72.0,65.0,70.0,69.0
2008/2009,Portugal Liga ZON Sagres,CF Os Belenenses,26.1,33.0,21.0,178.7,188.0,170.2,166.8,185.0,148.0,63.64,36.36,0.0,Jose Ze Pedro,74.0,75.0,72.0,69.0,76.0,69.0
2008/2009,Portugal Liga ZON Sagres,CS Marítimo,25.4,32.0,20.0,177.0,185.4,170.2,158.3,185.0,134.0,75.0,25.0,0.0,Marcinho,75.0,85.0,74.0,67.0,71.0,69.0
2008/2009,Portugal Liga ZON Sagres,FC Paços de Ferreira,26.0,33.0,20.0,180.0,190.5,172.7,166.1,187.0,152.0,53.33,46.67,0.0,Filipe Goncalves,69.0,69.0,68.0,53.0,70.0,69.0
2008/2009,Portugal Liga ZON Sagres,FC Porto,25.1,33.0,20.0,182.5,190.5,175.3,173.3,187.0,163.0,61.11,27.78,11.11,Lucho Gonzalez,84.0,86.0,80.0,72.0,86.0,77.0
2008/2009,Portugal Liga ZON Sagres,Leixões SC,25.1,33.0,18.0,179.1,185.4,167.6,165.0,181.0,143.0,71.43,28.57,0.0,Ze Manuel,73.5,75.0,78.0,,75.0,60.0
2008/2009,Portugal Liga ZON Sagres,Naval 1° de Maio,24.4,27.0,21.0,179.2,188.0,165.1,161.9,194.0,132.0,80.0,20.0,0.0,Marcelinho,69.5,71.0,73.5,70.0,75.0,77.0
2008/2009,Portugal Liga ZON Sagres,Rio Ave FC,24.7,33.0,19.0,180.8,190.5,170.2,170.4,190.0,146.0,62.5,37.5,0.0,Fabio Coentrao,68.0,80.0,74.0,73.0,67.0,60.0
2008/2009,Portugal Liga ZON Sagres,SC Braga,25.4,30.0,20.0,180.8,188.0,170.2,165.1,187.0,146.0,61.11,38.89,0.0,Roland Linz,74.5,77.0,72.0,74.0,74.0,70.0
2008/2009,Portugal Liga ZON Sagres,SL Benfica,24.6,32.0,18.0,180.1,193.0,170.2,168.4,203.0,137.0,73.68,26.32,0.0,Pablo Aimar,83.0,89.0,84.0,64.0,73.0,57.5
2008/2009,Portugal Liga ZON Sagres,Sporting CP,24.5,32.0,19.0,177.2,182.9,170.2,161.9,185.0,134.0,72.22,27.78,0.0,Liedson,81.0,83.0,82.5,77.0,78.0,59.0
2008/2009,Portugal Liga ZON Sagres,Trofense,27.0,34.0,21.0,178.4,190.5,165.1,163.2,192.0,137.0,55.56,44.44,0.0,Helder Barbosa,75.0,83.0,80.0,64.0,75.0,59.0
2008/2009,Portugal Liga ZON Sagres,Vitória Guimarães,27.0,31.0,23.0,181.0,188.0,167.6,167.3,194.0,139.0,66.67,33.33,0.0,Custodio,71.0,77.0,69.0,66.0,78.0,73.0
2008/2009,Portugal Liga ZON Sagres,Vitória Setúbal,24.1,31.0,19.0,182.0,188.0,172.7,167.5,196.0,143.0,81.82,18.18,0.0,Marco Zoro,71.0,73.0,68.0,71.0,68.0,87.0
2008/2009,Scotland Premier League,Aberdeen,23.6,29.0,17.0,179.6,190.5,167.6,160.3,183.0,141.0,75.0,25.0,0.0,Zander Diamond,72.0,82.0,73.0,84.0,73.0,82.0
2008/2009,Scotland Premier League,Celtic,25.0,31.0,19.0,180.8,193.0,167.6,165.5,203.0,128.0,71.43,28.57,0.0,Aiden McGeady,81.5,88.0,82.5,51.0,77.0,49.0
2008/2009,Scotland Premier League,Dundee United,22.5,33.0,19.0,180.5,193.0,167.6,162.8,194.0,130.0,72.73,27.27,0.0,Lee Wilkie,72.0,78.0,42.0,,76.0,88.0
2008/2009,Scotland Premier League,Falkirk,25.4,37.0,19.0,180.3,188.0,170.2,154.9,187.0,137.0,75.0,25.0,0.0,Steven Pressley,71.0,80.0,54.0,,68.5,78.5
2008/2009,Scotland Premier League,Hamilton Academical FC,24.0,37.0,17.0,180.2,190.5,167.6,163.0,187.0,137.0,72.73,27.27,0.0,James McCarthy,68.0,83.0,68.0,66.0,62.0,49.0
2008/2009,Scotland Premier League,Heart of Midlothian,23.3,31.0,18.0,182.1,190.5,170.2,169.7,203.0,139.0,60.87,39.13,0.0,Laryea Kingston,75.0,76.0,81.0,56.0,82.0,73.0
2008/2009,Scotland Premier League,Hibernian,24.7,32.0,18.0,181.9,200.7,170.2,161.4,190.0,141.0,57.89,42.11,0.0,Steven Fletcher,74.0,84.0,80.0,57.0,77.0,67.0
2008/2009,Scotland Premier League,Inverness Caledonian Thistle,25.1,36.0,19.0,180.9,190.5,172.7,166.5,190.0,146.0,71.43,28.57,0.0,Don Cowie,70.0,74.0,67.0,68.0,77.0,71.0
2008/2009,Scotland Premier League,Kilmarnock,26.0,32.0,19.0,179.7,190.5,170.2,161.8,183.0,132.0,71.43,28.57,0.0,Craig Bryson,66.0,74.0,71.0,66.0,69.0,62.0
2008/2009,Scotland Premier League,Motherwell,23.9,31.0,18.0,180.6,193.0,172.7,163.8,196.0,132.0,76.47,23.53,0.0,David Clarkson,72.0,80.0,80.0,65.0,77.0,75.0
2008/2009,Scotland Premier League,Rangers,26.2,38.0,16.0,181.7,193.0,170.2,171.6,196.0,150.0,70.83,29.17,0.0,Kris Boyd,79.5,83.0,76.0,85.0,69.0,81.0
2008/2009,Scotland Premier League,St. Mirren,26.5,32.0,19.0,179.7,188.0,167.6,161.4,196.0,130.0,73.68,21.05,0.0,Andy Dorman,68.0,72.0,79.0,71.0,67.0,61.0
2008/2009,Spain LIGA BBVA,Athletic Club de Bilbao,24.5,31.0,19.0,182.6,195.6,167.6,167.6,198.0,143.0,68.18,31.82,0.0,Francisco Navarro Yeste,80.0,82.0,74.0,60.0,71.0,66.0
2008/2009,Spain LIGA BBVA,Atlético Madrid,25.4,31.0,18.0,179.3,193.0,172.7,166.9,190.0,152.0,76.47,23.53,0.0,Sergio Aguero,83.5,90.0,86.0,64.0,72.0,65.0
2008/2009,Spain LIGA BBVA,CA Osasuna,25.6,32.0,18.0,181.6,190.5,170.2,163.3,185.0,148.0,77.27,22.73,0.0,Javier Portillo,76.5,78.0,77.5,67.0,74.5,67.0
2008/2009,Spain LIGA BBVA,CD Numancia,26.6,33.0,23.0,179.3,188.0,157.5,160.3,181.0,117.0,52.63,47.37,0.0,Raul Bravo,73.0,78.0,75.0,70.0,77.0,77.0
2008/2009,Spain LIGA BBVA,FC Barcelona,24.7,30.0,17.0,179.5,193.0,167.6,165.7,198.0,137.0,78.95,21.05,0.0,Lionel Messi,90.0,95.0,94.0,64.0,78.0,61.0
2008/2009,Spain LIGA BBVA,Getafe CF,24.9,32.0,20.0,180.6,185.4,175.3,167.9,187.0,157.0,66.67,27.78,5.56,Cata Diaz,80.0,85.0,67.0,76.0,79.0,74.0
2008/2009,Spain LIGA BBVA,Málaga CF,26.4,33.0,19.0,179.3,188.0,170.2,163.9,176.0,141.0,47.06,52.94,0.0,Duda,74.0,78.0,85.0,59.0,76.0,66.0
2008/2009,Spain LIGA BBVA,RC Deportivo de La Coruña,26.3,33.0,21.0,180.0,188.0,165.1,167.9,196.0,146.0,78.26,21.74,0.0,Andres Guardado,80.0,88.0,86.0,56.0,84.0,63.0
2008/2009,Spain LIGA BBVA,RC Recreativo,25.4,32.0,19.0,181.0,195.6,167.6,167.0,194.0,143.0,65.0,35.0,0.0,Sergio Asenjo,77.5,84.0,54.0,72.0,53.0,71.0
2008/2009,Spain LIGA BBVA,RCD Espanyol,25.3,32.0,16.0,179.5,188.0,170.2,167.9,192.0,152.0,89.47,10.53,0.0,Raul Tamudo,81.0,86.0,90.0,68.0,78.0,78.0
2008/2009,Spain LIGA BBVA,RCD Mallorca,26.0,33.0,20.0,181.2,188.0,170.2,169.5,181.0,150.0,64.71,35.29,0.0,Juan Arango,78.0,79.0,72.0,51.0,70.0,69.0
2008/2009,Spain LIGA BBVA,Racing Santander,25.3,33.0,19.0,181.8,203.2,167.6,167.2,212.0,134.0,63.64,31.82,4.55,Ezequiel Garay,82.0,85.0,75.0,73.0,82.0,85.0
2008/2009,Spain LIGA BBVA,Real Betis Balompié,26.1,31.0,21.0,179.8,190.5,167.6,167.0,187.0,146.0,72.73,27.27,0.0,Ricardo Oliveira,79.0,79.0,64.0,77.0,70.0,79.0
2008/2009,Spain LIGA BBVA,Real Madrid CF,25.8,34.0,20.0,179.7,193.0,167.6,169.4,203.0,150.0,71.43,28.57,0.0,Wesley Sneijder,86.0,89.0,79.0,54.0,82.0,66.0
2008/2009,Spain LIGA BBVA,Real Sporting de Gijón,25.9,34.0,18.0,179.8,188.0,167.6,163.9,183.0,141.0,75.0,25.0,0.0,Diego Camacho,72.0,75.0,67.0,75.0,72.0,76.0
2008/2009,Spain LIGA BBVA,Real Valladolid,26.8,34.0,20.0,179.8,190.5,165.1,164.0,190.0,143.0,68.18,31.82,0.0,Pedro Leon,75.0,78.0,75.0,65.0,74.5,73.0
2008/2009,Spain LIGA BBVA,Sevilla FC,25.1,32.0,19.0,180.9,195.6,170.2,167.5,201.0,132.0,77.27,22.73,0.0,Luis Fabiano,85.5,86.5,85.0,80.0,72.0,76.0
2008/2009,Spain LIGA BBVA,UD Almería,24.9,30.0,19.0,179.1,188.0,162.6,163.6,190.0,139.0,55.56,33.33,11.11,Alvaro Negredo,78.5,82.0,74.0,85.0,77.0,83.0
2008/2009,Spain LIGA BBVA,Valencia CF,25.3,32.0,19.0,179.6,190.5,170.2,163.2,185.0,139.0,72.22,27.78,0.0,David Villa,86.5,93.0,86.0,71.0,87.5,70.0
2008/2009,Spain LIGA BBVA,Villarreal CF,27.2,34.0,18.0,180.8,193.0,165.1,165.0,187.0,143.0,80.0,20.0,0.0,Marcos Senna,84.0,86.0,66.5,67.0,82.0,84.0
2008/2009,Switzerland Super League,AC Bellinzona,25.9,34.0,19.0,180.5,190.5,170.2,164.3,198.0,146.0,64.71,35.29,0.0,Mauro Lustrinelli,67.0,76.0,73.0,53.0,64.0,68.0
2008/2009,Switzerland Super League,BSC Young Boys,24.0,30.0,17.0,180.5,188.0,170.2,166.8,185.0,139.0,60.0,40.0,0.0,Gilles Yapi,76.0,80.0,82.0,61.0,75.0,58.0
2008/2009,Switzerland Super League,FC Aarau,24.1,29.0,20.0,180.0,188.0,172.7,164.6,181.0,150.0,64.29,35.71,0.0,Sandro Burki,66.0,73.0,74.0,51.0,64.0,67.0
2008/2009,Switzerland Super League,FC Basel,23.8,32.0,18.0,186.2,195.6,177.8,180.1,203.0,159.0,62.5,37.5,0.0,Scott Chipperfield,76.0,78.0,77.0,60.0,81.0,75.0
2008/2009,Switzerland Super League,FC Luzern,23.7,29.0,17.0,179.4,188.0,172.7,167.5,190.0,150.0,82.35,17.65,0.0,Roland Schwegler,68.0,73.0,70.0,,57.0,58.0
2008/2009,Switzerland Super League,FC Sion,24.3,32.0,18.0,179.8,188.0,170.2,161.3,185.0,137.0,73.68,26.32,0.0,Olivier Monterubbio,76.0,84.0,79.0,55.0,66.0,52.0
2008/2009,Switzerland Super League,FC Vaduz,24.8,32.0,18.0,182.1,193.0,175.3,168.5,201.0,141.0,76.47,23.53,0.0,Rivaldo,68.0,72.0,76.0,54.0,65.0,62.0
2008/2009,Switzerland Super League,FC Zürich,23.3,31.0,17.0,182.0,193.0,170.2,168.7,201.0,148.0,73.33,26.67,0.0,Hannu Tihinen,76.0,83.0,74.0,,81.0,77.0
2008/2009,Switzerland Super League,Grasshopper Club Zürich,22.9,31.0,16.0,181.5,190.5,170.2,171.8,198.0,143.0,72.22,27.78,0.0,Boris Smiljanic,75.0,80.0,65.0,74.0,79.0,70.0
2008/2009,Switzerland Super League,Neuchâtel Xamax,23.7,32.0,17.0,181.9,193.0,172.7,168.7,198.0,150.0,83.33,16.67,0.0,Tariq Chihab,64.0,67.0,64.0,,63.0,67.0
2009/2010,Belgium Jupiler League,Beerschot AC,25.9,36.0,17.0,181.0,190.5,175.3,170.9,192.0,157.0,73.68,26.32,0.0,Daniel Cruz,71.5,73.0,66.0,65.0,61.5,49.5
2009/2010,Belgium Jupiler League,Club Brugge KV,24.3,32.0,17.0,182.5,193.0,172.7,172.5,201.0,139.0,72.73,27.27,0.0,Wesley Sonck,72.0,76.0,72.0,73.0,67.0,65.0
2009/2010,Belgium Jupiler League,KAA Gent,25.8,31.0,18.0,184.3,193.0,175.3,174.7,196.0,154.0,77.78,16.67,5.56,Milos Maric,71.0,74.5,71.0,68.0,84.0,77.0
2009/2010,Belgium Jupiler League,KRC Genk,23.1,28.0,18.0,181.3,193.0,170.2,165.2,207.0,134.0,61.9,38.1,0.0,Elyaniv Barda,70.0,73.0,71.0,70.0,67.0,62.0
2009/2010,Belgium Jupiler League,KSV Cercle Brugge,27.2,33.0,18.0,182.1,193.0,172.7,168.6,192.0,148.0,73.68,26.32,0.0,Oleg Iachtchouk,70.0,76.0,65.0,60.0,66.0,53.0
2009/2010,Belgium Jupiler League,KSV Roeselare,24.2,37.0,18.0,182.6,193.0,172.7,170.0,192.0,150.0,64.71,35.29,0.0,Collins John,69.0,64.0,78.0,73.0,43.0,73.0
2009/2010,Belgium Jupiler League,KV Kortrijk,24.8,31.0,18.0,183.5,190.5,175.3,168.8,187.0,150.0,70.59,29.41,0.0,Sven Kums,67.0,73.0,67.0,60.0,73.0,42.0
2009/2010,Belgium Jupiler League,KV Mechelen,24.3,30.0,20.0,182.3,193.0,172.7,169.5,196.0,139.0,78.95,21.05,0.0,Tom Soetaers,67.5,71.0,73.5,63.0,66.0,54.5
2009/2010,Belgium Jupiler League,KVC Westerlo,25.0,38.0,19.0,183.0,195.6,175.3,167.6,185.0,139.0,77.27,22.73,0.0,Jaime Alfonso Ruiz,69.0,74.0,79.0,69.0,67.0,73.0
2009/2010,Belgium Jupiler League,RSC Anderlecht,23.8,29.0,19.0,185.1,193.0,167.6,175.6,207.0,134.0,76.47,23.53,0.0,Mbark Boussoufa,77.0,81.0,75.0,65.0,79.0,37.0
2009/2010,Belgium Jupiler League,SV Zulte-Waregem,23.9,31.0,19.0,181.7,193.0,170.2,168.7,194.0,143.0,78.95,21.05,0.0,Franck Berrier,72.5,76.0,72.5,65.0,79.5,49.0
2009/2010,Belgium Jupiler League,Sint-Truidense VV,25.4,35.0,20.0,180.3,188.0,175.3,163.5,176.0,148.0,69.23,30.77,0.0,"Mario Cantaluppi,25",65.0,78.0,52.0,,65.0,71.0
2009/2010,Belgium Jupiler League,Sporting Charleroi,23.6,30.0,19.0,181.6,193.0,170.2,170.8,187.0,143.0,77.78,22.22,0.0,Amad Al Hosni,73.0,73.0,82.0,77.0,74.0,64.0
2009/2010,Belgium Jupiler League,Sporting Lokeren,26.5,36.0,19.0,180.3,190.5,167.6,167.4,185.0,137.0,80.0,20.0,0.0,Ivan Leko,70.5,74.0,53.0,53.0,65.0,62.0
2009/2010,Belgium Jupiler League,Standard de Liège,23.3,30.0,18.0,182.0,190.5,172.7,170.4,194.0,148.0,65.22,34.78,0.0,Steven Defour,78.0,83.0,68.0,69.0,86.0,65.0
2009/2010,England Premier League,Arsenal,23.6,34.0,18.0,180.8,193.0,172.7,165.2,196.0,143.0,68.18,31.82,0.0,Cesc Fabregas,87.5,91.5,74.5,65.0,90.0,68.0
2009/2010,England Premier League,Aston Villa,25.8,31.0,19.0,181.8,193.0,175.3,171.6,209.0,132.0,77.78,22.22,0.0,Ashley Young,84.0,87.0,92.0,47.0,77.0,48.0
2009/2010,England Premier League,Birmingham City,27.3,35.0,22.0,179.4,190.5,170.2,167.0,187.0,146.0,73.68,26.32,0.0,Barry Ferguson,79.0,83.0,67.0,65.0,86.0,68.0
2009/2010,England Premier League,Blackburn Rovers,26.1,33.0,17.0,182.1,193.0,170.2,176.2,220.0,152.0,78.26,21.74,0.0,Stephen Warnock,78.5,83.0,82.0,72.0,89.0,75.0
2009/2010,England Premier League,Bolton Wanderers,25.1,32.0,17.0,181.4,193.0,172.7,167.6,198.0,150.0,73.68,26.32,0.0,Gary Cahill,78.0,84.0,74.0,75.0,83.0,76.0
2009/2010,England Premier League,Burnley,26.3,37.0,20.0,183.7,190.5,175.3,164.7,183.0,141.0,71.43,28.57,0.0,Steven Fletcher,76.5,84.0,82.0,57.0,79.0,70.5
2009/2010,England Premier League,Chelsea,27.7,33.0,19.0,182.5,188.0,175.3,174.1,201.0,146.0,78.95,21.05,0.0,John Terry,87.0,90.0,70.0,91.0,75.0,92.0
2009/2010,England Premier League,Everton,25.8,32.0,18.0,182.2,193.0,170.2,167.6,196.0,141.0,73.91,26.09,0.0,Joleon Lescott,82.0,85.0,77.0,87.0,77.0,85.0
2009/2010,England Premier League,Fulham,27.2,32.0,19.0,182.1,195.6,170.2,171.0,203.0,141.0,78.26,21.74,0.0,Brede Hangeland,83.0,86.0,74.0,89.0,80.0,88.0
2009/2010,England Premier League,Hull City,26.4,35.0,17.0,183.4,195.6,170.2,172.2,203.0,148.0,81.48,18.52,0.0,Jimmy Bullard,78.0,81.0,73.0,71.0,82.0,76.0
2009/2010,England Premier League,Liverpool,25.1,31.0,18.0,182.6,193.0,167.6,172.6,194.0,146.0,79.17,20.83,0.0,Steven Gerrard,88.0,91.0,83.0,68.0,93.0,86.0
2009/2010,England Premier League,Manchester City,25.6,33.0,18.0,181.4,193.0,165.1,169.4,209.0,132.0,69.57,30.43,0.0,Carlos Tevez,85.5,90.0,84.0,72.0,91.0,85.0
2009/2010,England Premier League,Manchester United,25.4,35.0,17.0,181.8,193.0,170.2,168.3,194.0,143.0,91.3,8.7,0.0,Nemanja Vidic,88.0,90.0,75.0,92.0,80.0,92.0
2009/2010,England Premier League,Portsmouth,26.7,34.0,16.0,183.4,195.6,172.7,177.1,194.0,148.0,72.41,27.59,0.0,Niko Kranjcar,78.5,83.0,75.0,61.0,72.0,51.0
2009/2010,England Premier League,Stoke City,27.9,32.0,21.0,184.9,193.0,177.8,171.3,218.0,141.0,78.95,21.05,0.0,Tuncay Sanli,77.0,79.0,81.0,73.0,82.0,68.0
2009/2010,England Premier League,Sunderland,25.3,32.0,19.0,181.6,193.0,167.6,170.9,198.0,148.0,65.22,30.43,4.35,Darren Bent,80.0,84.5,89.0,78.0,80.0,75.0
2009/2010,England Premier League,Tottenham Hotspur,24.3,30.0,18.0,182.3,200.7,165.1,167.0,196.0,139.0,82.61,17.39,0.0,Luka Modric,82.0,89.0,82.0,66.0,85.0,60.0
2009/2010,England Premier League,West Ham United,25.1,32.0,17.0,182.9,193.0,172.7,168.1,194.0,141.0,76.0,24.0,0.0,Matthew Upson,80.5,81.5,75.5,86.0,79.5,83.5
2009/2010,England Premier League,Wigan Athletic,25.5,32.0,18.0,180.7,190.5,170.2,169.8,194.0,152.0,72.73,22.73,4.55,Gary Caldwell,77.5,81.0,67.0,80.0,76.0,81.5
2009/2010,England Premier League,Wolverhampton Wanderers,24.2,33.0,19.0,183.1,203.2,170.2,179.7,216.0,154.0,69.23,30.77,0.0,Sylvan Ebanks-Blake,75.5,83.5,85.5,55.0,70.5,66.5
2009/2010,France Ligue 1,AJ Auxerre,25.8,30.0,21.0,181.8,185.4,175.3,168.5,185.0,154.0,62.5,37.5,0.0,Stephane Grichting,77.0,84.0,65.0,79.0,79.0,83.0
2009/2010,France Ligue 1,AS Monaco,23.6,30.0,18.0,181.2,190.5,170.2,174.8,201.0,150.0,83.33,16.67,0.0,Stephane Ruffier,77.0,83.0,21.0,51.0,37.0,28.0
2009/2010,France Ligue 1,AS Nancy-Lorraine,24.3,30.0,19.0,180.9,190.5,167.6,168.1,205.0,137.0,80.95,19.05,0.0,Youssouf Hadji,77.0,82.0,84.0,78.0,76.0,78.0
2009/2010,France Ligue 1,AS Saint-Étienne,23.9,32.0,18.0,181.2,190.5,175.3,169.0,212.0,143.0,83.33,16.67,0.0,Blaise Matuidi,77.0,88.0,74.0,74.0,76.0,75.0
2009/2010,France Ligue 1,FC Lorient,26.4,32.0,22.0,178.5,188.0,170.2,159.6,196.0,132.0,77.27,22.73,0.0,Kevin Gameiro,76.0,84.0,80.0,66.0,76.0,68.0
2009/2010,France Ligue 1,FC Sochaux-Montbéliard,23.8,34.0,19.0,180.5,188.0,170.2,166.7,190.0,134.0,77.27,22.73,0.0,Vaclav Sverkos,75.0,80.0,76.0,74.0,63.0,44.0
2009/2010,France Ligue 1,Girondins de Bordeaux,25.1,34.0,18.0,181.7,193.0,172.7,168.9,194.0,143.0,85.0,15.0,0.0,Yoann Gourcuff,84.0,91.5,78.0,71.0,91.0,74.0
2009/2010,France Ligue 1,Grenoble Foot 38,26.8,34.0,19.0,181.8,190.5,172.7,170.0,196.0,148.0,66.67,29.17,4.17,Danijel Ljuboja,74.0,84.0,75.0,59.0,62.0,75.0
2009/2010,France Ligue 1,LOSC Lille,24.0,29.0,17.0,181.0,193.0,167.6,171.6,198.0,146.0,81.82,18.18,0.0,Eden Hazard,78.0,90.5,83.5,67.0,74.0,52.0
2009/2010,France Ligue 1,Le Mans FC,23.4,32.0,18.0,182.7,195.6,170.2,169.7,212.0,143.0,66.67,33.33,0.0,Mathieu Coutadeur,76.5,84.0,74.0,75.0,76.0,74.0
2009/2010,France Ligue 1,Montpellier Hérault SC,26.1,34.0,19.0,177.9,188.0,165.1,158.3,179.0,128.0,61.11,38.89,0.0,Emir Spahic,74.5,76.5,75.0,85.0,75.0,77.0
2009/2010,France Ligue 1,OGC Nice,25.2,36.0,20.0,180.7,193.0,170.2,166.3,196.0,143.0,68.18,31.82,0.0,Loic Remy,77.0,87.0,83.0,78.0,76.0,72.0
2009/2010,France Ligue 1,Olympique Lyonnais,24.5,32.0,17.0,182.2,190.5,172.7,169.5,198.0,143.0,72.73,27.27,0.0,Lisandro Lopez,83.0,85.0,86.0,80.0,87.0,82.0
2009/2010,France Ligue 1,Olympique de Marseille,27.6,34.0,21.0,179.7,188.0,162.6,164.2,194.0,128.0,68.42,31.58,0.0,Lucho Gonzalez,83.0,86.0,78.5,72.0,83.5,76.5
2009/2010,France Ligue 1,Paris Saint-Germain,25.8,36.0,19.0,180.7,193.0,165.1,166.6,185.0,137.0,80.0,20.0,0.0,Stephane Sessegnon,82.0,90.0,82.0,68.0,79.0,73.0
2009/2010,France Ligue 1,RC Lens,25.4,31.0,16.0,180.8,188.0,172.7,166.6,185.0,152.0,66.67,33.33,0.0,Nenad Kovacevic,75.0,82.0,66.0,64.0,80.0,80.0
2009/2010,France Ligue 1,Stade Rennais FC,25.2,34.0,19.0,181.7,193.0,172.7,170.2,198.0,146.0,75.0,25.0,0.0,Rod Fanni,78.0,88.0,89.0,77.0,77.0,81.0
2009/2010,France Ligue 1,Toulouse FC,24.0,30.0,19.0,182.8,188.0,175.3,170.8,187.0,152.0,72.73,27.27,0.0,Andre-Pierre Gignac,81.5,87.0,82.0,77.0,75.5,78.0
2009/2010,France Ligue 1,US Boulogne Cote D'Opale,25.1,34.0,19.0,182.3,193.0,167.6,168.4,205.0,130.0,71.43,21.43,7.14,Gregory Thil,74.0,76.0,79.0,68.0,65.0,67.0
2009/2010,France Ligue 1,Valenciennes FC,26.3,33.0,21.0,180.6,190.5,170.2,164.3,205.0,139.0,68.42,26.32,0.0,Milan Bisevac,76.0,80.0,63.0,72.0,75.0,82.0
2009/2010,Germany 1. Bundesliga,1. FC Köln,25.2,32.0,19.0,181.9,193.0,165.1,171.4,201.0,141.0,68.42,31.58,0.0,Lukas Podolski,80.5,87.0,89.5,68.0,71.0,61.0
2009/2010,Germany 1. Bundesliga,1. FC Nürnberg,24.1,32.0,18.0,183.5,193.0,172.7,175.0,201.0,152.0,87.5,12.5,0.0,Breno,74.0,86.0,76.0,75.0,67.0,80.0
2009/2010,Germany 1. Bundesliga,1. FSV Mainz 05,26.4,33.0,18.0,183.1,193.0,170.2,176.6,205.0,137.0,54.55,45.45,0.0,Andreas Ivanschitz,76.0,82.0,72.0,59.0,72.0,68.5
2009/2010,Germany 1. Bundesliga,Bayer 04 Leverkusen,24.2,35.0,19.0,184.9,195.6,167.6,176.6,203.0,141.0,88.89,11.11,0.0,Patrick Helmes,81.0,87.0,84.0,68.0,67.0,71.0
2009/2010,Germany 1. Bundesliga,Borussia Dortmund,24.4,31.0,19.0,181.9,193.0,167.6,171.1,203.0,143.0,78.95,21.05,0.0,Sebastian Kehl,79.5,84.0,72.0,78.0,78.5,81.0
2009/2010,Germany 1. Bundesliga,Borussia Mönchengladbach,25.9,36.0,18.0,182.0,195.6,170.2,172.8,207.0,148.0,75.0,25.0,0.0,Juan Arango,77.5,80.0,72.0,51.0,70.0,69.0
2009/2010,Germany 1. Bundesliga,Eintracht Frankfurt,25.6,33.0,19.0,182.1,195.6,172.7,170.8,212.0,152.0,90.0,10.0,0.0,Ioannis Amanatidis,77.0,82.0,85.0,75.0,70.0,70.0
2009/2010,Germany 1. Bundesliga,FC Bayern Munich,25.2,32.0,17.0,182.5,198.1,170.2,174.7,209.0,146.0,65.22,34.78,0.0,Franck Ribery,87.5,91.5,92.5,58.0,81.0,64.0
2009/2010,Germany 1. Bundesliga,FC Schalke 04,24.0,33.0,17.0,181.3,195.6,170.2,171.3,198.0,143.0,63.64,31.82,4.55,Heiko Westermann,82.0,84.0,79.0,80.0,84.0,82.0
2009/2010,Germany 1. Bundesliga,Hamburger SV,24.8,34.0,18.0,181.4,193.0,170.2,170.5,198.0,132.0,73.68,26.32,0.0,Ze Roberto,84.0,76.0,79.0,67.0,81.0,69.0
2009/2010,Germany 1. Bundesliga,Hannover 96,26.2,33.0,19.0,181.4,190.5,170.2,171.7,198.0,148.0,80.0,20.0,0.0,Arouna Kone,77.0,80.0,87.0,68.0,64.0,79.0
2009/2010,Germany 1. Bundesliga,Hertha BSC Berlin,24.8,33.0,18.0,182.0,193.0,167.6,168.2,185.0,132.0,81.82,18.18,0.0,Arne Friedrich,79.5,82.0,82.5,80.0,80.0,84.0
2009/2010,Germany 1. Bundesliga,SC Freiburg,25.0,31.0,19.0,184.4,193.0,167.6,172.8,194.0,143.0,63.64,36.36,0.0,Heiko Butscher,73.0,76.0,71.0,74.0,75.0,80.0
2009/2010,Germany 1. Bundesliga,SV Werder Bremen,24.9,32.0,19.0,186.2,198.1,170.2,181.1,214.0,141.0,73.68,26.32,0.0,Per Mertesacker,84.0,86.0,73.0,77.0,79.0,84.0
2009/2010,Germany 1. Bundesliga,TSG 1899 Hoffenheim,22.9,31.0,18.0,183.8,195.6,170.2,174.4,209.0,148.0,63.16,36.84,0.0,Josip Simunic,82.0,84.0,73.0,82.0,76.0,83.0
2009/2010,Germany 1. Bundesliga,VfB Stuttgart,24.4,30.0,19.0,182.4,193.0,165.1,173.3,201.0,143.0,68.0,32.0,0.0,Aleksandr Hleb,82.0,86.0,79.0,44.0,74.0,59.0
2009/2010,Germany 1. Bundesliga,VfL Bochum,26.8,34.0,18.0,182.3,195.6,175.3,172.1,207.0,154.0,68.18,31.82,0.0,Stanislav Sestak,76.0,82.0,91.0,71.0,69.0,64.0
2009/2010,Germany 1. Bundesliga,VfL Wolfsburg,25.5,30.0,21.0,181.6,193.0,170.2,170.3,203.0,146.0,75.0,25.0,0.0,Edin Dzeko,83.5,89.0,82.0,81.0,71.0,75.5
2009/2010,Italy Serie A,Atalanta,27.3,36.0,20.0,181.6,188.0,175.3,169.4,187.0,150.0,83.33,16.67,0.0,Robert Acquafresca,78.0,86.0,78.0,80.0,76.5,73.0
2009/2010,Italy Serie A,Bari,26.9,35.0,20.0,180.2,195.6,165.1,166.2,190.0,130.0,87.5,12.5,0.0,Barreto,75.5,80.0,82.0,71.0,67.5,53.0
